country_code,country,year,avg_annual_wage,unit,price_base,pay_period
MEX,Mexico,2024,20422.85,USD_PPP,Q,A
MEX,Mexico,2023,20835.526,USD_PPP,Q,A
MEX,Mexico,2022,20606.929,USD_PPP,Q,A
MEX,Mexico,2021,20366.145,USD_PPP,Q,A
MEX,Mexico,2020,19801.314,USD_PPP,Q,A
MEX,Mexico,2019,20570.182,USD_PPP,Q,A
MEX,Mexico,2018,20213.734,USD_PPP,Q,A
CAN,Canada,2024,69417.073,USD_PPP,Q,A
CAN,Canada,2023,69299.313,USD_PPP,Q,A
CAN,Canada,2022,69304.208,USD_PPP,Q,A
CAN,Canada,2021,70001.671,USD_PPP,Q,A
CAN,Canada,2020,69662.78,USD_PPP,Q,A
CAN,Canada,2019,67227.517,USD_PPP,Q,A
CAN,Canada,2018,66959.594,USD_PPP,Q,A
CAN,Canada,2017,65726.977,USD_PPP,Q,A
CAN,Canada,2016,64675.087,USD_PPP,Q,A
CAN,Canada,2015,65924.573,USD_PPP,Q,A
FRA,France,2003,52766.169,USD_PPP,Q,A
FRA,France,2002,52339.283,USD_PPP,Q,A
FRA,France,2001,50963.945,USD_PPP,Q,A
FRA,France,2000,50645.173,USD_PPP,Q,A
AUS,Australia,2007,64500.872,USD_PPP,Q,A
AUS,Australia,2006,62769.154,USD_PPP,Q,A
AUS,Australia,2005,62347.376,USD_PPP,Q,A
AUS,Australia,2004,61629.11,USD_PPP,Q,A
